date,region,category,quarter,day_of_week,is_weekend,marketing_spend,discount_pct,units_sold,unit_price,revenue,cost,profit,customer_satisfaction
2024-07-11,North,Office Supplies,3,3,0,2028.11,16.13,191,62.35,11908.46,8473.54,3434.92,4.5
2024-07-11,South,Electronics,3,3,0,1895.61,8.55,210,372.99,78327.63,46594.7,31732.93,4.25
2024-07-11,South,Furniture,3,3,0,1416.36,10.38,179,289.42,51806.75,36924.41,14882.33,4.28
2024-07-11,South,Office Supplies,3,3,0,2029.03,12.37,155,72.61,11254.14,6872.63,4381.51,4.38
2024-07-11,East,Electronics,3,3,0,1738.01,3.17,210,426.85,89639.2,61558.8,28080.4,3.95
2024-07-11,East,Furniture,3,3,0,2095.19,19.02,235,340.19,79945.63,59633.11,20312.52,4.28
2024-07-11,East,Office Supplies,3,3,0,1581.31,21.25,179,59.57,10663.6,7177.8,3485.79,4.46
2024-07-11,West,Electronics,3,3,0,2531.36,12.86,272,427.14,116183.27,79359.94,36823.34,4.23
2024-07-11,West,Furniture,3,3,0,1385.0,9.99,202,260.03,52526.17,37858.05,14668.11,4.02
2024-07-11,West,Office Supplies,3,3,0,1949.46,3.74,157,49.82,7821.59,4688.75,3132.84,3.84
2024-07-12,North,Electronics,3,4,0,2777.6,7.35,222,498.78,110728.48,79176.82,31551.66,4.3
2024-07-12,North,Furniture,3,4,0,1967.63,14.24,224,305.4,68409.07,40889.52,27519.55,4.03
2024-07-12,North,Office Supplies,3,4,0,2027.35,8.83,171,65.76,11244.53,8138.62,3105.9,4.37
2024-07-12,South,Electronics,3,4,0,2378.67,10.17,235,493.99,116087.55,68365.21,47722.34,4.18
2024-07-12,South,Furniture,3,4,0,1497.75,13.67,182,327.73,59646.61,37161.16,22485.45,4.63
2024-07-12,South,Office Supplies,3,4,0,1560.67,10.85,160,66.25,10599.25,7840.84,2758.41,4.28
2024-07-12,East,Electronics,3,4,0,2139.21,12.58,231,416.99,96323.73,58643.91,37679.83,4.2
2024-07-12,East,Furniture,3,4,0,1553.86,14.31,208,293.95,61141.87,43297.6,17844.27,3.99
2024-07-12,East,Office Supplies,3,4,0,2347.71,12.96,178,59.26,10548.76,6347.75,4201.01,4.3
2024-07-12,West,Electronics,3,4,0,1927.55,8.0,251,440.72,110621.35,76096.16,34525.19,4.26
2024-07-12,West,Furniture,3,4,0,1064.59,11.64,217,289.4,62799.57,38977.31,23822.26,4.11
2024-07-12,West,Office Supplies,3,4,0,1803.19,12.43,193,58.83,11353.6,7140.33,4213.27,3.89
2024-07-13,North,Electronics,3,5,1,2885.88,5.19,268,417.35,111850.47,76907.58,34942.88,4.61
2024-07-13,North,Furniture,3,5,1,1967.89,3.11,196,283.27,55520.18,38365.83,17154.35,3.71
2024-07-13,North,Office Supplies,3,5,1,1970.54,10.0,179,67.77,12130.16,8632.53,3497.63,4.12
2024-07-13,South,Electronics,3,5,1,2206.96,15.85,256,475.91,121831.76,79750.34,42081.42,4.35
2024-07-13,South,Furniture,3,5,1,1942.65,15.67,225,244.96,55115.98,39459.66,15656.32,3.79
2024-07-13,South,Office Supplies,3,5,1,1758.24,8.57,172,54.1,9305.03,6918.47,2386.56,4.28
2024-07-13,East,Electronics,3,5,1,2581.55,13.45,275,424.47,116728.45,87538.78,29189.68,4.07
2024-07-13,East,Furniture,3,5,1,1461.85,14.18,227,244.08,55406.43,35329.27,20077.16,4.01
2024-07-13,East,Office Supplies,3,5,1,1562.86,20.81,215,57.46,12353.0,8741.24,3611.76,3.72
2024-07-13,West,Electronics,3,5,1,2788.91,13.14,306,485.18,148464.49,88992.53,59471.96,4.26
2024-07-13,West,Furniture,3,5,1,1742.85,13.48,240,226.99,54478.01,32890.36,21587.65,4.35
2024-07-13,West,Office Supplies,3,5,1,2031.51,7.56,177,69.91,12373.85,8075.68,4298.17,4.26
2024-07-14,North,Electronics,3,6,1,2209.64,12.35,262,375.31,98331.12,61018.13,37312.99,4.04
2024-07-14,North,Furniture,3,6,1,1649.45,16.52,261,366.74,95719.2,70520.56,25198.64,4.06
2024-07-14,North,Office Supplies,3,6,1,975.81,5.2,179,60.25,10784.48,7326.27,3458.21,4.23
2024-07-14,South,Electronics,3,6,1,1806.35,10.2,235,481.1,113057.79,68960.94,44096.85,4.26
2024-07-14,South,Furniture,3,6,1,1881.98,14.07,208,278.66,57961.65,36800.6,21161.05,4.21
2024-07-14,South,Office Supplies,3,6,1,896.39,18.54,190,67.28,12783.6,8887.06,3896.54,4.44
2024-07-14,East,Electronics,3,6,1,2566.96,17.36,310,457.84,141929.36,104906.59,37022.77,4.43
2024-07-14,East,Furniture,3,6,1,1184.53,21.47,251,267.41,67119.75,45697.41,21422.33,3.99
2024-07-14,East,Office Supplies,3,6,1,1629.72,12.73,200,54.5,10900.09,6956.79,3943.3,4.19
2024-07-14,West,Electronics,3,6,1,2541.96,14.27,301,500.02,150504.73,89454.44,61050.3,3.84
2024-07-14,West,Furniture,3,6,1,1810.99,7.32,241,276.45,66624.49,41175.83,25448.65,4.0
2024-07-14,West,Office Supplies,3,6,1,2300.41,13.89,235,67.57,15879.61,11400.57,4479.04,4.07
2024-07-15,North,Electronics,3,0,0,2195.25,17.93,273,528.98,144412.34,106618.22,37794.12,4.41
2024-07-15,North,Furniture,3,0,0,1971.24,8.7,208,207.68,43196.66,29161.85,14034.81,4.01
2024-07-15,North,Office Supplies,3,0,0,2325.54,9.68,179,56.89,10183.59,6820.75,3362.84,4.05
2024-07-15,South,Electronics,3,0,0,2618.06,12.45,229,487.73,111690.16,79925.25,31764.9,3.89
2024-07-15,South,Furniture,3,0,0,1674.27,11.62,199,258.67,51475.99,33044.42,18431.57,4.46
2024-07-15,South,Office Supplies,3,0,0,2654.84,9.95,140,63.11,8835.1,5130.98,3704.12,4.33
2024-07-15,East,Electronics,3,0,0,2436.83,7.52,224,473.06,105965.32,67331.71,38633.61,4.27
2024-07-15,East,Furniture,3,0,0,1400.68,12.46,200,247.58,49516.61,32671.44,16845.16,3.95
2024-07-15,East,Office Supplies,3,0,0,2330.01,8.13,165,63.38,10458.29,6536.14,3922.15,4.47
2024-07-15,West,Electronics,3,0,0,2774.78,7.58,233,414.6,96602.78,62784.35,33818.43,4.29
2024-07-15,West,Furniture,3,0,0,1637.71,21.55,234,260.23,60894.5,35413.41,25481.09,4.36
2024-07-15,West,Office Supplies,3,0,0,1411.03,22.69,198,58.06,11494.99,7589.05,3905.94,4.15
2024-07-16,North,Electronics,3,1,0,2844.04,2.84,209,485.81,101535.02,65374.44,36160.57,3.99
2024-07-16,North,Furniture,3,1,0,1960.92,9.92,213,292.12,62221.57,38802.77,23418.8,4.45
2024-07-16,North,Office Supplies,3,1,0,1316.8,14.02,185,71.04,13142.9,8868.34,4274.56,4.32
2024-07-16,South,Electronics,3,1,0,2239.9,22.65,215,467.49,100509.67,65923.69,34585.98,4.46
2024-07-16,South,Furniture,3,1,0,1412.94,9.93,195,278.46,54300.65,40700.5,13600.16,4.33
2024-07-16,South,Office Supplies,3,1,0,1372.62,16.63,133,58.76,7815.22,5188.03,2627.18,4.34
2024-07-16,East,Electronics,3,1,0,3113.31,17.84,266,433.22,115235.4,79429.83,35805.57,3.85
2024-07-16,East,Furniture,3,1,0,1447.78,1.79,178,274.43,48847.82,29019.19,19828.64,4.4
2024-07-16,East,Office Supplies,3,1,0,2440.64,15.93,181,68.72,12438.78,7924.06,4514.72,4.11
2024-07-16,West,Electronics,3,1,0,3333.73,11.5,263,462.74,121699.39,76778.83,44920.56,3.97
2024-07-16,West,Furniture,3,1,0,1767.04,8.11,213,261.15,55624.44,33546.53,22077.9,4.49
2024-07-16,West,Office Supplies,3,1,0,1553.47,7.99,158,65.44,10338.86,7022.86,3316.0,4.0
2024-07-17,North,Electronics,3,2,0,2738.52,14.06,265,439.76,116537.08,81153.76,35383.32,4.68
2024-07-17,North,Furniture,3,2,0,1396.37,2.36,185,233.56,43208.93,25964.76,17244.17,4.01
2024-07-17,North,Office Supplies,3,2,0,1276.6,9.95,171,53.59,9164.16,5423.19,3740.97,4.07
2024-07-17,South,Electronics,3,2,0,3124.14,12.53,214,499.84,106966.75,67116.25,39850.49,4.24
2024-07-17,South,Furniture,3,2,0,1768.77,5.03,165,282.89,46677.29,34041.16,12636.13,3.86
2024-07-17,South,Office Supplies,3,2,0,1403.89,13.26,166,61.14,10149.78,7396.55,2753.23,4.28
2024-07-17,East,Electronics,3,2,0,2543.23,10.37,256,539.45,138099.93,102825.02,35274.91,4.24
2024-07-17,East,Furniture,3,2,0,1851.3,21.77,222,241.69,53656.14,34407.63,19248.5,4.44
2024-07-17,East,Office Supplies,3,2,0,2309.13,10.69,165,46.66,7698.8,4667.69,3031.11,4.34
2024-07-17,West,Electronics,3,2,0,2423.56,11.15,269,418.83,112665.64,79185.54,33480.11,4.62
2024-07-17,West,Furniture,3,2,0,1302.54,15.35,220,274.61,60413.31,41359.53,19053.78,4.44
2024-07-17,West,Office Supplies,3,2,0,1629.28,9.36,176,52.51,9240.89,6296.14,2944.75,4.45
2024-07-18,North,Electronics,3,3,0,1733.38,19.05,250,454.23,113557.94,82856.25,30701.69,4.89
2024-07-18,North,Furniture,3,3,0,1957.17,7.85,189,277.56,52458.14,32841.73,19616.41,3.67
2024-07-18,North,Office Supplies,3,3,0,2274.53,13.56,199,71.57,14242.98,8598.36,5644.62,4.24
2024-07-18,South,Electronics,3,3,0,2663.42,11.04,215,444.43,95552.14,60506.23,35045.91,4.51
2024-07-18,South,Furniture,3,3,0,1641.81,30.0,248,278.75,69129.22,51753.02,17376.19,4.2
2024-07-18,South,Office Supplies,3,3,0,2188.56,6.18,163,63.52,10353.96,6674.88,3679.08,4.07
2024-07-18,East,Electronics,3,3,0,2175.86,16.33,236,474.59,112003.27,73919.55,38083.72,3.93
2024-07-18,East,Furniture,3,3,0,974.44,10.66,202,266.14,53759.61,31739.73,22019.89,4.27
2024-07-18,East,Office Supplies,3,3,0,2264.42,17.43,195,71.9,14019.91,9217.52,4802.39,4.21
2024-07-18,West,Electronics,3,3,0,3050.63,2.05,233,514.37,119849.11,78984.76,40864.35,3.82
2024-07-18,West,Furniture,3,3,0,1894.98,19.39,244,306.06,74677.65,47272.51,27405.13,4.32
2024-07-18,West,Office Supplies,3,3,0,1693.73,15.97,192,58.81,11291.04,8083.18,3207.87,3.97
2024-07-19,North,Electronics,3,4,0,2581.19,13.09,280,479.93,134381.63,98162.51,36219.12,4.16
2024-07-19,North,Furniture,3,4,0,1235.22,18.88,226,290.84,65730.01,42118.36,23611.65,4.27
2024-07-19,North,Office Supplies,3,4,0,2389.19,15.7,175,58.04,10156.16,7034.9,3121.26,4.04
2024-07-19,South,Electronics,3,4,0,1940.4,2.6,212,445.8,94510.16,59804.07,34706.09,4.15
2024-07-19,South,Furniture,3,4,0,1435.04,15.79,197,297.97,58699.42,37883.52,20815.89,4.26
2024-07-19,South,Office Supplies,3,4,0,2362.66,15.37,162,69.23,11215.79,7588.27,3627.52,4.62
2024-07-19,East,Electronics,3,4,0,2898.47,5.86,236,514.93,121522.61,81736.48,39786.13,4.33
2024-07-19,East,Furniture,3,4,0,2236.96,14.96,213,222.15,47317.37,31569.36,15748.01,3.65
2024-07-19,East,Office Supplies,3,4,0,1525.07,15.38,178,53.11,9453.52,5573.48,3880.05,3.92
2024-07-19,West,Electronics,3,4,0,2653.29,18.4,272,481.36,130930.93,79405.93,51524.99,4.39
2024-07-19,West,Furniture,3,4,0,1518.2,5.57,182,366.07,66625.4,46128.19,20497.22,4.48
2024-07-19,West,Office Supplies,3,4,0,1878.8,15.16,192,65.63,12600.55,8135.29,4465.26,4.05
2024-07-20,North,Electronics,3,5,1,2352.58,11.28,308,481.02,148153.64,86123.55,62030.09,4.13
2024-07-20,North,Furniture,3,5,1,1706.48,13.93,231,306.18,70726.49,41704.06,29022.43,4.5
2024-07-20,North,Office Supplies,3,5,1,1345.22,4.46,161,75.42,12142.68,8903.6,3239.07,3.98
2024-07-20,South,Electronics,3,5,1,2653.54,20.01,291,464.58,135191.93,93065.02,42126.91,4.09
2024-07-20,South,Furniture,3,5,1,2222.92,9.75,172,327.0,56243.26,38354.06,17889.2,4.48
2024-07-20,South,Office Supplies,3,5,1,1546.82,18.34,171,63.63,10880.98,7811.54,3069.44,3.99
2024-07-20,East,Electronics,3,5,1,1698.3,10.19,274,382.52,104810.49,72813.71,31996.79,4.38
2024-07-20,East,Furniture,3,5,1,1065.5,11.35,219,229.59,50280.54,32161.75,18118.79,4.42
2024-07-20,East,Office Supplies,3,5,1,1480.79,21.26,230,57.76,13283.9,9662.9,3621.01,4.17
2024-07-20,West,Electronics,3,5,1,1963.66,23.82,298,380.56,113405.7,75553.68,37852.02,3.92
2024-07-20,West,Furniture,3,5,1,2247.61,14.82,251,305.15,76591.96,48788.17,27803.79,4.26
2024-07-20,West,Office Supplies,3,5,1,1700.66,11.99,192,55.55,10665.85,7174.17,3491.68,4.22
2024-07-21,North,Electronics,3,6,1,2589.6,11.61,293,448.18,131318.13,88322.3,42995.83,4.03
2024-07-21,North,Furniture,3,6,1,2132.0,10.51,227,292.13,66312.6,45649.2,20663.4,4.1
2024-07-21,North,Office Supplies,3,6,1,1924.5,5.29,184,50.94,9373.83,5598.94,3774.89,4.22
2024-07-21,South,Electronics,3,6,1,2162.6,7.81,262,416.39,109095.43,74275.1,34820.33,4.2
2024-07-21,South,Furniture,3,6,1,1821.58,12.88,223,301.77,67294.98,41131.48,26163.5,4.25
2024-07-21,South,Office Supplies,3,6,1,1613.24,15.96,172,57.88,9955.0,5859.3,4095.7,4.27
2024-07-21,East,Electronics,3,6,1,2645.18,11.53,265,367.36,97351.52,66366.71,30984.81,4.16
2024-07-21,East,Furniture,3,6,1,2134.67,24.29,260,216.27,56229.84,38928.24,17301.59,4.06
2024-07-21,East,Office Supplies,3,6,1,2396.72,13.99,212,63.56,13475.45,8372.08,5103.37,4.1
2024-07-21,West,Electronics,3,6,1,2831.05,14.16,301,420.28,126503.85,86101.81,40402.04,3.76
2024-07-21,West,Furniture,3,6,1,1820.84,5.99,241,263.59,63525.56,41041.59,22483.97,4.38
2024-07-21,West,Office Supplies,3,6,1,1966.94,10.02,224,56.56,12670.49,8304.59,4365.91,3.94
2024-07-22,North,Electronics,3,0,0,3154.18,9.91,249,475.1,118299.47,72212.45,46087.02,4.51
2024-07-22,North,Furniture,3,0,0,1950.03,14.18,222,257.51,57166.17,35153.85,22012.32,4.1
2024-07-22,North,Office Supplies,3,0,0,1396.53,9.13,164,61.26,10045.83,7453.5,2592.33,3.81
2024-07-22,South,Electronics,3,0,0,2767.28,16.13,229,435.72,99780.91,62914.68,36866.23,3.82
2024-07-22,South,Furniture,3,0,0,1400.67,21.06,208,303.34,63095.27,37697.8,25397.48,4.08
2024-07-22,South,Office Supplies,3,0,0,2225.81,4.61,130,63.58,8265.55,5224.49,3041.06,4.45
2024-07-22,East,Electronics,3,0,0,2556.66,24.14,268,539.32,144537.45,98285.66,46251.79,4.33
2024-07-22,East,Furniture,3,0,0,1671.52,15.73,185,243.74,45092.41,31106.42,13985.99,4.52
2024-07-22,East,Office Supplies,3,0,0,2324.14,9.2,163,53.5,8720.42,6091.61,2628.81,3.96
2024-07-22,West,Electronics,3,0,0,2766.68,16.87,255,464.7,118498.27,79557.61,38940.66,4.17
2024-07-22,West,Furniture,3,0,0,2026.36,15.26,210,331.01,69512.36,42725.62,26786.74,4.71
2024-07-22,West,Office Supplies,3,0,0,1232.52,8.34,170,53.16,9037.34,5633.41,3403.94,4.31
2024-07-23,North,Electronics,3,1,0,2642.19,5.0,237,393.73,93314.13,64196.56,29117.57,4.01
2024-07-23,North,Furniture,3,1,0,1207.03,12.46,205,259.74,53246.04,38674.2,14571.84,4.36
2024-07-23,North,Office Supplies,3,1,0,2087.38,25.75,203,73.75,14970.43,9473.58,5496.85,4.53
2024-07-23,South,Electronics,3,1,0,2528.05,12.63,220,498.11,109585.14,79671.79,29913.35,4.37
2024-07-23,South,Furniture,3,1,0,1562.57,17.2,191,266.26,50855.1,34443.37,16411.74,4.1
2024-07-23,South,Office Supplies,3,1,0,2501.76,18.66,202,55.92,11296.45,7862.18,3434.28,4.53
2024-07-23,East,Electronics,3,1,0,1949.85,18.21,252,458.59,115565.69,67260.58,48305.12,4.24
2024-07-23,East,Furniture,3,1,0,1696.94,10.77,211,284.32,59992.52,41175.25,18817.26,3.92
2024-07-23,East,Office Supplies,3,1,0,1686.65,15.73,196,60.72,11900.63,8801.23,3099.39,4.12
2024-07-23,West,Electronics,3,1,0,1685.53,14.44,263,377.35,99243.06,64397.78,34845.28,4.53
2024-07-23,West,Furniture,3,1,0,1852.07,6.48,210,336.48,70660.18,44319.58,26340.6,4.3
2024-07-23,West,Office Supplies,3,1,0,1453.45,17.55,167,58.07,9697.7,6413.58,3284.12,3.99
2024-07-24,North,Electronics,3,2,0,2222.56,15.03,251,444.2,111494.31,73332.32,38161.99,4.66
2024-07-24,North,Furniture,3,2,0,1900.06,15.44,198,289.38,57297.64,38289.24,19008.41,4.15
2024-07-24,North,Office Supplies,3,2,0,1885.45,9.41,180,60.0,10799.89,6598.12,4201.77,4.17
2024-07-24,South,Electronics,3,2,0,2227.22,22.78,246,435.4,107107.69,62657.12,44450.57,4.66
2024-07-24,South,Furniture,3,2,0,1952.02,17.1,194,350.87,68068.34,48796.97,19271.37,4.45
2024-07-24,South,Office Supplies,3,2,0,970.59,19.32,196,40.41,7920.05,5244.87,2675.18,3.97
2024-07-24,East,Electronics,3,2,0,2577.43,15.64,261,441.77,115300.91,74585.54,40715.36,4.27
2024-07-24,East,Furniture,3,2,0,2004.08,5.3,181,232.58,42097.54,25742.24,16355.3,4.07
2024-07-24,East,Office Supplies,3,2,0,1480.4,13.69,155,57.8,8959.41,5451.91,3507.5,4.54
2024-07-24,West,Electronics,3,2,0,2643.27,19.79,277,472.07,130763.97,88479.97,42284.0,4.2
2024-07-24,West,Furniture,3,2,0,2033.4,3.22,185,254.38,47061.05,27604.09,19456.96,4.18
2024-07-24,West,Office Supplies,3,2,0,2300.06,15.77,193,62.03,11971.55,8924.74,3046.81,4.49
2024-07-25,North,Electronics,3,3,0,2563.43,17.63,263,474.01,124665.57,91281.63,33383.94,4.38
2024-07-25,North,Furniture,3,3,0,1578.85,16.46,216,306.79,66267.35,48201.55,18065.8,4.4
2024-07-25,North,Office Supplies,3,3,0,1627.11,7.97,163,53.68,8749.31,5230.75,3518.56,4.29
2024-07-25,South,Electronics,3,3,0,1309.03,23.99,281,416.61,117067.41,72306.02,44761.39,3.92
2024-07-25,South,Furniture,3,3,0,2277.01,10.32,180,280.34,50461.02,35530.99,14930.04,4.42
2024-07-25,South,Office Supplies,3,3,0,1955.98,13.44,153,64.72,9902.82,6431.52,3471.29,3.71
2024-07-25,East,Electronics,3,3,0,2577.83,9.91,214,402.68,86172.65,53418.25,32754.41,4.55
2024-07-25,East,Furniture,3,3,0,2116.25,11.38,208,298.13,62011.43,44557.45,17453.98,4.26
2024-07-25,East,Office Supplies,3,3,0,1590.31,17.51,172,53.05,9124.27,5438.71,3685.56,4.29
2024-07-25,West,Electronics,3,3,0,2492.14,11.91,260,440.64,114565.38,73427.62,41137.76,4.38
2024-07-25,West,Furniture,3,3,0,2489.06,14.44,213,350.9,74742.59,52326.01,22416.58,3.95
2024-07-25,West,Office Supplies,3,3,0,1331.03,26.91,203,48.38,9821.84,6210.81,3611.03,4.14
2024-07-26,North,Electronics,3,4,0,2143.3,21.7,297,428.08,127140.45,91930.3,35210.16,4.48
2024-07-26,North,Furniture,3,4,0,1888.49,12.56,210,275.05,57760.45,40879.78,16880.67,4.36
2024-07-26,North,Office Supplies,3,4,0,1810.06,11.18,171,73.55,12576.26,8678.12,3898.14,3.52
2024-07-26,South,Electronics,3,4,0,3264.87,7.24,224,470.44,105379.31,75486.9,29892.41,4.01
2024-07-26,South,Furniture,3,4,0,1942.26,0.59,157,312.23,49020.47,33819.11,15201.37,4.19
2024-07-26,South,Office Supplies,3,4,0,2250.22,11.79,153,79.01,12088.09,7913.84,4174.25,4.22
2024-07-26,East,Electronics,3,4,0,2390.18,11.47,213,396.11,84371.56,58738.96,25632.6,4.49
2024-07-26,East,Furniture,3,4,0,1564.31,0.0,189,264.71,50029.66,35037.43,14992.23,4.02
2024-07-26,East,Office Supplies,3,4,0,1699.76,15.1,172,59.21,10183.52,5913.42,4270.1,4.47
2024-07-26,West,Electronics,3,4,0,2620.85,9.36,260,503.2,130832.8,89253.33,41579.46,4.59
2024-07-26,West,Furniture,3,4,0,2310.67,15.27,231,270.73,62539.1,39634.7,22904.4,4.03
2024-07-26,West,Office Supplies,3,4,0,996.55,5.76,158,58.15,9187.34,6592.24,2595.1,3.97
2024-07-27,North,Electronics,3,5,1,2449.35,10.67,273,499.17,136273.31,95614.03,40659.28,4.24
2024-07-27,North,Furniture,3,5,1,1673.95,23.16,283,294.94,83468.31,51720.75,31747.56,4.17
2024-07-27,North,Office Supplies,3,5,1,1918.91,14.45,200,32.73,6546.76,4460.05,2086.71,4.73
2024-07-27,South,Electronics,3,5,1,2339.08,10.77,263,438.04,115204.0,70864.37,44339.63,4.04
2024-07-27,South,Furniture,3,5,1,1793.68,12.32,228,228.01,51985.33,34023.18,17962.14,4.33
2024-07-27,South,Office Supplies,3,5,1,1785.79,14.25,186,70.14,13045.28,8501.29,4543.99,4.07
2024-07-27,East,Electronics,3,5,1,2649.85,4.4,257,500.95,128744.48,86142.53,42601.95,4.18
2024-07-27,East,Furniture,3,5,1,1697.86,7.29,202,271.26,54793.58,36642.12,18151.46,4.12
2024-07-27,East,Office Supplies,3,5,1,2270.3,0.0,175,61.36,10737.99,7874.24,2863.75,4.13
2024-07-27,West,Electronics,3,5,1,2289.1,9.44,288,438.26,126219.8,84487.45,41732.36,4.38
2024-07-27,West,Furniture,3,5,1,1831.72,13.69,241,259.22,62470.87,45905.3,16565.57,3.91
2024-07-27,West,Office Supplies,3,5,1,1493.11,11.46,205,60.26,12354.08,8684.2,3669.88,3.85
2024-07-28,North,Electronics,3,6,1,2293.24,12.28,259,413.84,107183.63,73909.12,33274.51,4.0
2024-07-28,North,Furniture,3,6,1,2257.16,8.95,206,341.03,70253.01,41145.57,29107.44,4.12
2024-07-28,North,Office Supplies,3,6,1,2109.68,4.82,160,52.31,8369.98,5910.86,2459.12,4.19
2024-07-28,South,Electronics,3,6,1,2005.45,19.45,266,424.02,112788.01,74259.98,38528.03,4.16
2024-07-28,South,Furniture,3,6,1,1858.84,11.87,203,316.36,64220.95,46711.14,17509.81,4.55
2024-07-28,South,Office Supplies,3,6,1,2147.68,11.48,180,58.75,10574.35,7567.77,3006.58,4.4
2024-07-28,East,Electronics,3,6,1,3095.18,8.73,281,441.21,123979.51,82904.91,41074.6,3.8
2024-07-28,East,Furniture,3,6,1,2213.48,7.28,221,310.14,68541.55,51010.52,17531.03,3.83
2024-07-28,East,Office Supplies,3,6,1,2049.9,7.73,184,68.22,12552.19,7605.11,4947.08,3.96
2024-07-28,West,Electronics,3,6,1,2253.8,11.36,271,471.22,127700.8,82370.8,45330.0,4.35
2024-07-28,West,Furniture,3,6,1,1219.19,7.55,237,283.25,67131.05,41055.24,26075.81,4.24
2024-07-28,West,Office Supplies,3,6,1,1242.22,12.3,210,58.88,12364.69,7386.86,4977.83,4.43
2024-07-29,North,Electronics,3,0,0,1891.78,10.25,231,328.17,75806.16,52723.08,23083.08,3.79
2024-07-29,North,Furniture,3,0,0,1380.36,8.88,193,258.56,49902.52,37329.66,12572.86,3.94
2024-07-29,North,Office Supplies,3,0,0,1724.56,20.18,176,54.99,9678.31,7027.11,2651.21,4.28
2024-07-29,South,Electronics,3,0,0,2629.25,12.41,224,436.57,97792.05,60912.64,36879.42,4.45
2024-07-29,South,Furniture,3,0,0,1860.85,15.03,202,160.3,32381.26,23375.08,9006.18,4.24
2024-07-29,South,Office Supplies,3,0,0,1345.37,15.27,178,57.39,10215.05,6533.57,3681.48,4.47
2024-07-29,East,Electronics,3,0,0,2961.43,7.6,239,409.04,97761.08,71651.36,26109.72,4.02
2024-07-29,East,Furniture,3,0,0,1688.6,14.36,206,300.33,61868.96,43045.82,18823.14,4.51
2024-07-29,East,Office Supplies,3,0,0,1177.26,4.94,147,54.66,8034.37,5405.68,2628.69,3.86
2024-07-29,West,Electronics,3,0,0,3497.35,0.1,246,520.46,128032.37,79916.56,48115.81,3.97
2024-07-29,West,Furniture,3,0,0,2035.53,11.1,222,263.5,58496.95,34377.61,24119.35,4.27
2024-07-29,West,Office Supplies,3,0,0,2998.32,18.41,217,63.82,13848.27,9286.24,4562.02,4.28
2024-07-30,North,Electronics,3,1,0,3443.2,12.96,255,421.69,107530.27,66626.3,40903.97,4.79
2024-07-30,North,Furniture,3,1,0,1863.42,17.07,217,298.08,64683.15,41264.25,23418.9,4.34
2024-07-30,North,Office Supplies,3,1,0,2008.43,13.13,167,66.32,11074.73,7664.32,3410.41,4.13
2024-07-30,South,Electronics,3,1,0,3083.42,12.62,244,397.64,97023.94,65436.22,31587.72,4.15
2024-07-30,South,Furniture,3,1,0,1597.48,14.75,219,285.3,62480.81,40371.04,22109.77,4.17
2024-07-30,South,Office Supplies,3,1,0,1414.37,6.42,141,51.64,7280.8,4375.18,2905.62,4.02
2024-07-30,East,Electronics,3,1,0,3121.55,11.31,241,450.72,108622.37,75610.51,33011.85,4.35
2024-07-30,East,Furniture,3,1,0,1810.72,20.46,236,287.33,67809.24,47598.64,20210.6,4.59
2024-07-30,East,Office Supplies,3,1,0,1538.55,5.5,173,68.29,11813.67,7491.19,4322.48,3.86
2024-07-30,West,Electronics,3,1,0,2863.43,11.54,243,509.05,123698.05,89834.04,33864.01,4.22
2024-07-30,West,Furniture,3,1,0,2112.28,8.06,197,358.99,70720.49,45060.67,25659.82,4.23
2024-07-30,West,Office Supplies,3,1,0,1943.59,21.09,218,44.67,9737.92,6748.03,2989.89,4.42
2024-07-31,North,Electronics,3,2,0,2000.0,18.53,284,408.24,115939.19,84552.95,31386.24,4.42
2024-07-31,North,Furniture,3,2,0,2072.91,9.63,199,258.35,51411.87,29994.02,21417.85,3.76
2024-07-31,North,Office Supplies,3,2,0,2275.92,6.77,166,70.31,11670.75,7842.69,3828.06,4.27
2024-07-31,South,Electronics,3,2,0,1916.31,7.8,220,482.76,106208.05,69756.05,36452.0,4.01
2024-07-31,South,Furniture,3,2,0,1391.53,6.61,165,312.3,51529.98,38147.85,13382.12,4.26
2024-07-31,South,Office Supplies,3,2,0,1388.67,17.21,173,49.65,8589.91,5386.12,3203.79,4.37
2024-07-31,East,Electronics,3,2,0,2087.36,13.47,211,502.99,106130.49,73123.65,33006.84,4.3
2024-07-31,East,Furniture,3,2,0,994.36,9.51,192,290.29,55734.84,36560.15,19174.69,4.22
2024-07-31,East,Office Supplies,3,2,0,1086.72,10.36,137,58.59,8027.24,5129.33,2897.92,4.21
2024-07-31,West,Electronics,3,2,0,2878.96,8.76,255,532.79,135861.6,86392.36,49469.24,4.07
2024-07-31,West,Furniture,3,2,0,1767.09,11.61,213,289.7,61706.11,43907.92,17798.19,4.15
2024-07-31,West,Office Supplies,3,2,0,1246.85,11.63,185,62.96,11648.5,7463.64,4184.85,4.63
2024-08-01,North,Electronics,3,3,0,2647.52,11.26,283,448.63,126962.19,87997.24,38964.95,4.05
2024-08-01,North,Furniture,3,3,0,2311.31,8.12,206,290.92,59930.19,37675.28,22254.9,4.24
2024-08-01,North,Office Supplies,3,3,0,1449.41,11.91,169,60.71,10259.3,7689.85,2569.44,4.09
2024-08-01,South,Electronics,3,3,0,3055.44,21.78,273,476.77,130159.0,96653.65,33505.35,4.55
2024-08-01,South,Furniture,3,3,0,1681.29,4.77,173,276.75,47877.2,32023.73,15853.47,4.22
